name,region,year,POP,GDP,HEX,LAN,MOR
Guinea,Sub-Saharan Africa,2014,12275527,6624068016,5.64479793,245720,97
Guinea-Bissau,Sub-Saharan Africa,2014,1800513,1109009638,5.59313736,28120,96.2
Guyana,Latin America & Caribbean,2014,763893,3077086276,5.2478035,196850,40.2
Haiti,Latin America & Caribbean,2014,10572029,8776370457,7.55565419,27560,71
Honduras,Latin America & Caribbean,2014,7961680,19380958759,8.72268046,111890,21.1
"Hong Kong SAR, China",East Asia & Pacific,2014,7241700,291e9,NA,1050,NA
Hungary,Europe & Central Asia,2014,9866468,138e9,7.40078093,90530,6.1
Iceland,Europe & Central Asia,2014,327386,17036097482,8.85916593,100250,2.1
India,South Asia,2014,1295291543,204e10,4.68508833,2973190,49.8
Indonesia,East Asia & Pacific,2014,254454778,89e10,2.84686016,1811570,28.2
"Iran, Islamic Rep.",Middle East & North Africa,2014,78143644,425e9,6.8949223,1628550,16.1
Iraq,Middle East & North Africa,2014,35273293,224e9,5.53887318,434320,32.9
Ireland,Europe & Central Asia,2014,4617225,251e9,7.78319657,68890,3.7
Isle of Man,Europe & Central Asia,2014,87127,NA,NA,570,NA
Israel,Middle East & North Africa,2014,8215700,306e9,7.80830808,21640,4.1
Italy,Europe & Central Asia,2014,60789140,214e10,9.24791783,294140,3.6
Jamaica,Latin America & Caribbean,2014,2720554,13927110142,5.36152479,10830,16.2
Japan,East Asia & Pacific,2014,127131800,46e11,10.22874408,364560,2.8
Jordan,Middle East & North Africa,2014,7416083,35826925775,7.45299586,88780,18.5
Kazakhstan,Europe & Central Asia,2014,17289224,227e9,4.35593983,2699700,15.1
Kenya,Sub-Saharan Africa,2014,44863583,61395415492,5.72029126,569140,51.3
Kiribati,East Asia & Pacific,2014,110470,166756805.5,10.21295042,810,57.4
"Korea, Dem. People<92>s Rep.",East Asia & Pacific,2014,25026772,NA,NA,120410,26.1
"Korea, Rep.",East Asia & Pacific,2014,50423955,141e10,7.37311255,97466,3.6
Kosovo,Europe & Central Asia,2014,1812771,7384901154,NA,10887,NA
Kuwait,Middle East & North Africa,2014,3753121,164e9,3.04236844,17820,9
Kyrgyz Republic,Europe & Central Asia,2014,5835500,7468096567,6.48376219,191800,22.6
Lao PDR,East Asia & Pacific,2014,6689300,11715619756,1.86554551,230800,69.1
Latvia,Europe & Central Asia,2014,1993782,31286809075,5.88069354,62190,8.2
Lebanon,Middle East & North Africa,2014,5612096,45730945274,6.39370883,10230,8.6
Lesotho,Sub-Saharan Africa,2014,2109197,2181300506,10.61767672,30360,92
Liberia,Sub-Saharan Africa,2014,4396554,2013e6,10.03633328,96320,72.9
Libya,Middle East & North Africa,2014,6258984,41142722414,4.96893503,1759540,13.9
Liechtenstein,Europe & Central Asia,2014,37286,NA,NA,160,NA
Lithuania,Europe & Central Asia,2014,2932367,48353937110,6.55211709,62675,5.2
Luxembourg,Europe & Central Asia,2014,556319,64873963098,6.93787356,2590,2
"Macao SAR, China",East Asia & Pacific,2014,577914,55522993327,NA,30.3,NA
"Macedonia, FYR",Europe & Central Asia,2014,2075625,11318966947,6.47637457,25220,6
Madagascar,Sub-Saharan Africa,2014,23571713,11011062173,3.04135502,581800,51.5
Malawi,Sub-Saharan Africa,2014,16695253,6047813437,11.37795606,94280,66.9
Malaysia,East Asia & Pacific,2014,29901997,338e9,4.16907804,328550,7.2
Maldives,South Asia,2014,401e3,3063899508,13.73352009,300,9.2
Mali,Sub-Saharan Africa,2014,17086022,14388384093,6.86216649,1220190,118.3
Malta,Middle East & North Africa,2014,427364,NA,9.74992027,320,6.5
Marshall Islands,East Asia & Pacific,2014,52898,186716625.8,17.13572274,180,37
Mauritania,Sub-Saharan Africa,2014,3969625,5442297174,3.77269904,1030700,87.5
Mauritius,Sub-Saharan Africa,2014,1260934,12612959480,4.80954464,2030,13.9
Mexico,Latin America & Caribbean,2014,125385833,13e11,6.29642103,1943950,13.8
"Micronesia, Fed. Sts.",East Asia & Pacific,2014,104044,318071978.6,13.70691454,700,35.8
Moldova,Europe & Central Asia,2014,3556397,7983271111,10.32365569,32880,16.1
Monaco,Europe & Central Asia,2014,37623,NA,4.337683,2,3.6
Mongolia,East Asia & Pacific,2014,2909871,12226514715,4.73034173,1553560,23.5
Montenegro,Europe & Central Asia,2014,621810,4587741791,6.41654268,13450,5
Morocco,Middle East & North Africa,2014,33921203,11e10,5.90777806,446300,28.6
Mozambique,Sub-Saharan Africa,2014,27216276,16945889410,6.97558186,786380,81.2
Myanmar,East Asia & Pacific,2014,53437159,64330041773,2.27575459,653080,51.7
Namibia,Sub-Saharan Africa,2014,2402858,12838336840,8.92868766,823290,46.4
Nauru,East Asia & Pacific,2014,10176,NA,3.32664948,20,36.3
Nepal,South Asia,2014,28174724,19769642123,5.797226,143350,37.4
Netherlands,Europe & Central Asia,2014,16865008,879e9,10.89729305,33670,3.9
New Caledonia,East Asia & Pacific,2014,268e3,NA,NA,18280,NA
New Zealand,East Asia & Pacific,2014,4509700,2e11,11.0296101,263310,5.8
Nicaragua,Latin America & Caribbean,2014,6013913,11790221756,9.04013941,120340,22.8
Niger,Sub-Saharan Africa,2014,19113728,8245312137,5.82129922,1266700,99.6
Nigeria,Sub-Saharan Africa,2014,177475986,568e9,3.66879844,910770,112.5
Northern Mariana Islands,East Asia & Pacific,2014,54541,NA,NA,460,NA
Norway,Europe & Central Asia,2014,5137232,501e9,9.71971755,365245,2.7
Oman,Middle East & North Africa,2014,4236057,81796618986,3.55393969,309500,11.6
Pakistan,South Asia,2014,185044286,243e9,2.61391631,770880,83.3
Palau,East Asia & Pacific,2014,21097,2509e5,9.02153343,460,17
Panama,Latin America & Caribbean,2014,3867535,49165773100,8.0257236,74340,17.6
Papua New Guinea,East Asia & Pacific,2014,7463577,16928680397,4.26357082,452860,59.1
Paraguay,Latin America & Caribbean,2014,6552518,30881166852,9.81442131,397300,21.2
Peru,Latin America & Caribbean,2014,30973148,203e9,5.47303468,128e4,17.5
Philippines,East Asia & Pacific,2014,99138690,285e9,4.7099852,298170,28.8
Poland,Europe & Central Asia,2014,38011735,545e9,6.35024637,306210,5.2
Portugal,Europe & Central Asia,2014,10401062,23e10,9.50107564,91600,3.7
Puerto Rico,Latin America & Caribbean,2014,3534888,NA,NA,8870,NA
Qatar,Middle East & North Africa,2014,2172065,21e10,2.18706236,11610,8.2
Romania,Europe & Central Asia,2014,19908979,199e9,5.56500913,230030,11.5
Russian Federation,Europe & Central Asia,2014,143819569,203e10,7.07040825,16376870,9.9
Rwanda,Sub-Saharan Africa,2014,11341544,7912161660,7.53155111,24670,44.3
Samoa,East Asia & Pacific,2014,191845,800418989.6,7.21510906,2830,17.9
San Marino,Europe & Central Asia,2014,31595,NA,6.12906486,60,3
Sao Tome and Principe,Sub-Saharan Africa,2014,186342,337413477.2,8.35346606,960,49
Saudi Arabia,Middle East & North Africa,2014,30886545,754e9,4.68408481,2149690,15
Senegal,Sub-Saharan Africa,2014,14672557,15657551477,4.66497201,192530,49.7
Serbia,Europe & Central Asia,2014,7130576,44210806366,10.36881192,87460,6.8
Seychelles,Sub-Saharan Africa,2014,91400,1422530792,3.36981689,455,13.8
Sierra Leone,Sub-Saharan Africa,2014,6315627,5005662071,11.08990224,72180,126.4
Singapore,East Asia & Pacific,2014,5469724,306e9,4.92279194,707,2.8
Sint Maarten (Dutch part),Latin America & Caribbean,2014,37685,NA,NA,34,NA
Slovak Republic,Europe & Central Asia,2014,5418649,1e11,8.05404755,48088,7.5
Slovenia,Europe & Central Asia,2014,2061980,49491396798,9.23388628,20140,2.7
Solomon Islands,East Asia & Pacific,2014,572171,1158190175,5.05106254,27990,28.9
Somalia,Sub-Saharan Africa,2014,10517569,5707e6,NA,627340,141.2
South Africa,Sub-Saharan Africa,2014,54058647.34,35e10,8.79698456,1213090,41.4
South Sudan,Sub-Saharan Africa,2014,11911184,13282084034,2.73842073,NA,95.6
Spain,Europe & Central Asia,2014,46480882,138e10,9.02988651,500210,4.2
Sri Lanka,South Asia,2014,20771e3,80028186275,3.50335011,62710,10
St. Kitts and Nevis,Latin America & Caribbean,2014,54944,864766185.2,5.08036532,260,10.9
St. Lucia,Latin America & Caribbean,2014,183645,1404430556,6.71904145,610,14.7
St. Martin (French part),Latin America & Caribbean,2014,31530,NA,NA,54.4,NA
St. Vincent and the Grenadines,Latin America & Caribbean,2014,109360,729738560.4,8.63023974,390,18.8
Sudan,Sub-Saharan Africa,2014,39350274,73814947341,8.42877471,2376e3,72.2
Suriname,Latin America & Caribbean,2014,538248,5210303030,5.68746988,156e3,21.9
Swaziland,Sub-Saharan Africa,2014,1269112,4412891833,9.25193954,17200,62.6
Sweden,Europe & Central Asia,2014,9696110,571e9,11.92983965,407340,3
Switzerland,Europe & Central Asia,2014,8188649,701e9,11.65926872,39516,4
Syrian Arab Republic,Middle East & North Africa,2014,18772481,NA,3.25453108,183630,14.3
Tajikistan,Europe & Central Asia,2014,8295840,9236309138,6.880884,139960,46.3
Tanzania,Sub-Saharan Africa,2014,51822621,48030400964,5.58011591,885800,50.5
Thailand,East Asia & Pacific,2014,67725979,404e9,6.52943298,510890,12.6
Timor-Leste,East Asia & Pacific,2014,1212107,1371172833,1.47530345,14870,54.5
Togo,Sub-Saharan Africa,2014,7115163,4482535926,5.24687674,54390,80.8
Tonga,East Asia & Pacific,2014,105586,434386306.6,5.17677064,720,17.1
Trinidad and Tobago,Latin America & Caribbean,2014,1354483,28874122634,5.93319696,5130,20.9
Tunisia,Middle East & North Africa,2014,10996600,47603227897,7.00385794,155360,14.6
Turkey,Europe & Central Asia,2014,77523788,799e9,5.41495949,769630,14.3
Turkmenistan,Europe & Central Asia,2014,5307188,43485614035,2.06738625,469930,53.1
Turks and Caicos Islands,Latin America & Caribbean,2014,33740,NA,NA,950,NA
Tuvalu,East Asia & Pacific,2014,9893,37859554.46,16.53663877,30,28
Uganda,Sub-Saharan Africa,2014,37782971,26998477707,7.22213686,200520,56.9
Ukraine,Europe & Central Asia,2014,45362900,132e9,7.09573611,579320,9.5
United Arab Emirates,Middle East & North Africa,2014,9086139,399e9,3.64398564,83600,7.1
United Kingdom,Europe & Central Asia,2014,64613160,299e10,9.11547172,241930,4.4
United States,North America,2014,318907401,173e11,17.14075435,9147420,6.7
Uruguay,Latin America & Caribbean,2014,3419516,57235766827,8.5814914,175020,10.6
Uzbekistan,Europe & Central Asia,2014,30757700,63132848445,5.83852176,425400,40.4
Vanuatu,East Asia & Pacific,2014,258883,814954586.8,5.02357493,12190,28.1
"Venezuela, RB",Latin America & Caribbean,2014,30693827,NA,5.2567025,882050,15.3
Vietnam,East Asia & Pacific,2014,90728900,186e9,7.06677833,310070,22.3
Virgin Islands (U.S.),Latin America & Caribbean,2014,104170,NA,NA,350,NA
West Bank and Gaza,Middle East & North Africa,2014,4294682,127156e5,NA,6020,21.7
"Yemen, Rep.",Middle East & North Africa,2014,26183676,NA,5.63699019,527970,43.8
Zambia,Sub-Saharan Africa,2014,15721343,27134637888,4.98676469,743390,66.6
Zimbabwe,Sub-Saharan Africa,2014,15245855,14196912500,6.43947119,386850,72.3
Afghanistan,South Asia,2015,32526562,19199437989,NA,652860,91.1
Albania,Europe & Central Asia,2015,2889167,11455595709,NA,27400,14
Algeria,Middle East & North Africa,2015,39666519,167e9,NA,2381740,25.5
American Samoa,East Asia & Pacific,2015,55538,NA,NA,200,NA
Andorra,Europe & Central Asia,2015,70473,NA,NA,470,2.8
Angola,Sub-Saharan Africa,2015,25021974,103e9,NA,1246700,156.9
Antigua and Barbuda,Latin America & Caribbean,2015,91818,1297285370,NA,440,8.1
Argentina,Latin America & Caribbean,2015,43416755,NA,NA,2736690,12.5
Armenia,Europe & Central Asia,2015,3017712,10561401185,NA,28470,14.1
Aruba,Latin America & Caribbean,2015,103889,NA,NA,180,NA
Australia,East Asia & Pacific,2015,23781169,134e10,NA,7682300,3.8
Austria,Europe & Central Asia,2015,8611088,374e9,NA,82531,3.5
Azerbaijan,Europe & Central Asia,2015,9651349,53047140347,NA,82659,31.7
"Bahamas, The",Latin America & Caribbean,2015,388019,8884441432,NA,10010,12.1
Bahrain,Middle East & North Africa,2015,1377237,32221489362,NA,770,6.2
Bangladesh,South Asia,2015,160995642,195e9,NA,130170,37.6
Barbados,Latin America & Caribbean,2015,284215,4451e6,NA,430,13
Belarus,Europe & Central Asia,2015,9513e3,54608962635,NA,202910,4.6
Belgium,Europe & Central Asia,2015,11285721,454e9,NA,30280,4.1
Belize,Latin America & Caribbean,2015,359287,1763e6,NA,22810,16.5
Benin,Sub-Saharan Africa,2015,10879829,8476125181,NA,112760,99.5
Bermuda,North America,2015,65235,NA,NA,50,NA
Bhutan,South Asia,2015,774830,1962221696,NA,38117,32.9
Bolivia,Latin America & Caribbean,2015,10724705,33196819572,NA,1083300,38.4
Bosnia and Herzegovina,Europe & Central Asia,2015,3810416,15995392118,NA,51200,5.4
Botswana,Sub-Saharan Africa,2015,2262485,14390863395,NA,566730,43.6
Brazil,Latin America & Caribbean,2015,207847528,177e10,NA,8358140,16.4
British Virgin Islands,Latin America & Caribbean,2015,30117,NA,NA,150,NA
Brunei Darussalam,East Asia & Pacific,2015,423188,15492035784,NA,5270,10.2
Bulgaria,Europe & Central Asia,2015,7177991,48952959080,NA,108560,10.4
Burkina Faso,Sub-Saharan Africa,2015,18105570,11099473097,NA,273600,88.6
Burundi,Sub-Saharan Africa,2015,11178921,3085184837,NA,25680,81.7
Cabo Verde,Sub-Saharan Africa,2015,520502,1629759975,NA,4030,24.5
Cambodia,East Asia & Pacific,2015,15577899,18049954289,NA,176520,28.7
Cameroon,Sub-Saharan Africa,2015,23344179,29198372811,NA,472710,87.9
Canada,North America,2015,35851774,155e10,NA,9093510,4.9
Cayman Islands,Latin America & Caribbean,2015,59967,NA,NA,240,NA
Central African Republic,Sub-Saharan Africa,2015,4900274,1503299944,NA,622980,130.1
Chad,Sub-Saharan Africa,2015,14037472,10888798114,NA,1259200,138.7
Channel Islands,Europe & Central Asia,2015,163692,NA,NA,190,NA
Chile,Latin America & Caribbean,2015,17948141,24e10,NA,743532,8.1
China,East Asia & Pacific,2015,137122e4,109e11,NA,9388211,10.7
Colombia,Latin America & Caribbean,2015,48228704,292e9,NA,1109500,15.9
Comoros,Sub-Saharan Africa,2015,788474,NA,NA,1861,73.5
"Congo, Dem. Rep.",Sub-Saharan Africa,2015,77266814,35237742278,NA,2267050,98.3
"Congo, Rep.",Sub-Saharan Africa,2015,4620330,8553154506,NA,341500,45
Costa Rica,Latin America & Caribbean,2015,4807850,51106697024,NA,51060,9.7
Cote d'Ivoire,Sub-Saharan Africa,2015,22701556,31752543539,NA,318e3,92.6
Croatia,Europe & Central Asia,2015,4224404,48732003674,NA,55960,4.3
Cuba,Latin America & Caribbean,2015,11389562,NA,NA,106449,5.5
Cyprus,Europe & Central Asia,2015,1165300,19319729400,NA,9240,2.7
Czech Republic,Europe & Central Asia,2015,10551219,182e9,NA,77230,3.4
Denmark,Europe & Central Asia,2015,5676002,295e9,NA,42430,3.5
Djibouti,Middle East & North Africa,2015,887861,NA,NA,23180,65.3
Dominica,Latin America & Caribbean,2015,72680,537777777.8,NA,750,21.2
Dominican Republic,Latin America & Caribbean,2015,10528391,67103263863,NA,48320,30.9
Ecuador,Latin America & Caribbean,2015,16144363,101e9,NA,248360,21.6
"Egypt, Arab Rep.",Middle East & North Africa,2015,91508084,331e9,NA,995450,24
El Salvador,Latin America & Caribbean,2015,6126583,258502e5,NA,20720,16.8
Equatorial Guinea,Sub-Saharan Africa,2015,845060,9397792253,NA,28050,94.1
Eritrea,Sub-Saharan Africa,2015,NA,NA,NA,101e3,46.5
Estonia,Europe & Central Asia,2015,1311998,22691482755,NA,42390,2.9
Ethiopia,Sub-Saharan Africa,2015,99390750,61537143095,NA,1e6,59.2
Faroe Islands,Europe & Central Asia,2015,48199,NA,NA,1396,NA
Fiji,East Asia & Pacific,2015,892145,4386008745,NA,18270,22.4
Finland,Europe & Central Asia,2015,5482013,23e10,NA,303890,2.3
France,Europe & Central Asia,2015,66808385,242e10,NA,547557,4.3
French Polynesia,East Asia & Pacific,2015,282764,NA,NA,3660,NA
Gabon,Sub-Saharan Africa,2015,1725292,14339723935,NA,257670,50.8
"Gambia, The",Sub-Saharan Africa,2015,1990924,NA,NA,10120,68.9
Georgia,Europe & Central Asia,2015,3679e3,13965385802,NA,69490,11.9
Germany,Europe & Central Asia,2015,81413145,336e10,NA,348540,3.7
Ghana,Sub-Saharan Africa,2015,27409893,37864368220,NA,227540,61.6
Gibraltar,Europe & Central Asia,2015,32217,NA,NA,10,NA
Greece,Europe & Central Asia,2015,10823732,195e9,NA,128900,4.6
Greenland,Europe & Central Asia,2015,56114,NA,NA,410450,NA
Grenada,Latin America & Caribbean,2015,106825,978148148.1,NA,340,11.8
Guam,East Asia & Pacific,2015,169885,NA,NA,540,NA
Guatemala,Latin America & Caribbean,2015,16342897,63794348775,NA,107160,29.1
Guinea,Sub-Saharan Africa,2015,12608590,6699203543,NA,245720,93.7
Guinea-Bissau,Sub-Saharan Africa,2015,1844325,1056851008,NA,28120,92.5
Guyana,Latin America & Caribbean,2015,767085,3166029056,NA,196850,39.4
Haiti,Latin America & Caribbean,2015,10711067,8877465911,NA,27560,69
Honduras,Latin America & Caribbean,2015,8075060,20152043003,NA,111890,20.4
"Hong Kong SAR, China",East Asia & Pacific,2015,7305700,31e10,NA,1050,NA
Hungary,Europe & Central Asia,2015,9844686,121e9,NA,90530,5.9
Iceland,Europe & Central Asia,2015,330823,16598494831,NA,100250,2
India,South Asia,2015,1311050527,207e10,NA,2973190,47.7
Indonesia,East Asia & Pacific,2015,257563815,862e9,NA,1811570,27.2
"Iran, Islamic Rep.",Middle East & North Africa,2015,79109272,NA,NA,1628550,15.5
Iraq,Middle East & North Africa,2015,36423395,169e9,NA,434320,32
Ireland,Europe & Central Asia,2015,4640703,238e9,NA,68890,3.6
Isle of Man,Europe & Central Asia,2015,87780,NA,NA,570,NA
Israel,Middle East & North Africa,2015,8380400,296e9,NA,21640,4
Italy,Europe & Central Asia,2015,60802085,181e10,NA,294140,3.5
Jamaica,Latin America & Caribbean,2015,2725941,14005654599,NA,10830,15.7
Japan,East Asia & Pacific,2015,126958472,412e10,NA,364560,2.7
Jordan,Middle East & North Africa,2015,7594547,37517410299,NA,88780,17.9
Kazakhstan,Europe & Central Asia,2015,17544126,184e9,NA,2699700,14.1
Kenya,Sub-Saharan Africa,2015,46050302,63398041540,NA,569140,49.4
Kiribati,East Asia & Pacific,2015,112423,145237022,NA,810,55.9
"Korea, Dem. People<92>s Rep.",East Asia & Pacific,2015,25155317,NA,NA,120410,24.9
"Korea, Rep.",East Asia & Pacific,2015,50617045,138e10,NA,97466,3.4
Kosovo,Europe & Central Asia,2015,1797151,6385937673,NA,10887,NA
Kuwait,Middle East & North Africa,2015,3892115,113e9,NA,17820,8.6
Kyrgyz Republic,Europe & Central Asia,2015,5957e3,6571853849,NA,191800,21.3
Lao PDR,East Asia & Pacific,2015,6802023,12327488341,NA,230800,66.7
Latvia,Europe & Central Asia,2015,1978440,27035266718,NA,62190,7.9
Lebanon,Middle East & North Africa,2015,5850743,47102873632,NA,10230,8.3
Lesotho,Sub-Saharan Africa,2015,2135022,NA,NA,30360,90.2
Liberia,Sub-Saharan Africa,2015,4503438,2053e6,NA,96320,69.9
Libya,Middle East & North Africa,2015,6278438,29152707345,NA,1759540,13.4
Liechtenstein,Europe & Central Asia,2015,37531,NA,NA,160,NA
Lithuania,Europe & Central Asia,2015,2910199,41243983587,NA,62675,5.2
Luxembourg,Europe & Central Asia,2015,569676,57793612066,NA,2590,1.9
"Macao SAR, China",East Asia & Pacific,2015,587606,46177532874,NA,30.3,NA
"Macedonia, FYR",Europe & Central Asia,2015,2078453,10086021261,NA,25220,5.5
Madagascar,Sub-Saharan Africa,2015,24235390,9980522718,NA,581800,49.6
Malawi,Sub-Saharan Africa,2015,17215232,6565382259,NA,94280,64
Malaysia,East Asia & Pacific,2015,30331007,296e9,NA,328550,7
Maldives,South Asia,2015,409163,3142812004,NA,300,8.6
Mali,Sub-Saharan Africa,2015,17599694,13100263697,NA,1220190,114.7
Malta,Middle East & North Africa,2015,431333,NA,NA,320,6.4
Marshall Islands,East Asia & Pacific,2015,52993,NA,NA,180,36
Mauritania,Sub-Saharan Africa,2015,4067564,NA,NA,1030700,84.7
Mauritius,Sub-Saharan Africa,2015,1262605,11510952257,NA,2030,13.5
Mexico,Latin America & Caribbean,2015,127017224,114e10,NA,1943950,13.2
"Micronesia, Fed. Sts.",East Asia & Pacific,2015,104460,NA,NA,700,34.7
Moldova,Europe & Central Asia,2015,3554150,6551161404,NA,32880,15.8
Monaco,Europe & Central Asia,2015,37731,NA,NA,2,3.5
Mongolia,East Asia & Pacific,2015,2959134,11757940909,NA,1553560,22.4
Montenegro,Europe & Central Asia,2015,622388,3992640233,NA,13450,4.7
